Показатель	Страна	Год	Индекcы цен
Индекс потребительских цен, 2010 г.=100	Люксембург	1998	76.8
Индекс потребительских цен, 2010 г.=100	Люксембург	1999	77.6
Индекс потребительских цен, 2010 г.=100	Люксембург	2000	80.0
Индекс потребительских цен, 2010 г.=100	Люксембург	2001	82.2
Индекс потребительских цен, 2010 г.=100	Люксембург	2002	83.9
Индекс потребительских цен, 2010 г.=100	Люксембург	2003	85.6
Индекс потребительских цен, 2010 г.=100	Люксембург	2004	87.5
Индекс потребительских цен, 2010 г.=100	Люксембург	2005	89.7
Индекс потребительских цен, 2010 г.=100	Люксембург	2006	92.1
Индекс потребительских цен, 2010 г.=100	Люксембург	2007	94.2
Индекс потребительских цен, 2010 г.=100	Люксембург	2008	97.4
Индекс потребительских цен, 2010 г.=100	Люксембург	2009	97.8
Индекс потребительских цен, 2010 г.=100	Люксембург	2010	100.0
Индекс потребительских цен, 2010 г.=100	Люксембург	2011	103.4
Индекс потребительских цен, 2010 г.=100	Люксембург	2012	106.2
Индекс потребительских цен, 2010 г.=100	Люксембург	2013	108.0
Индекс потребительских цен, 2010 г.=100	Люксембург	2014	108.7
Индекс потребительских цен, 2010 г.=100	Люксембург	2015	109.2
Индекс потребительских цен, 2010 г.=100	Люксембург	2016	109.5
Индекс потребительских цен, 2010 г.=100	Люксембург	2017	111.4
Индекс потребительских цен, 2010 г.=100	Люксембург	2018	113.1
Индекс потребительских цен, 2010 г.=100	Люксембург	2019	115.1
Индекс потребительских цен, 2010 г.=100	Люксембург	2020	116.0
Индекс потребительских цен, 2010 г.=100	Люксембург	2021	119.0
Индекс потребительских цен, 2010 г.=100	Люксембург	2022	126.5
Индекс потребительских цен, 2010 г.=100	Мальта	1990	59.3
Индекс потребительских цен, 2010 г.=100	Мальта	1991	60.8
Индекс потребительских цен, 2010 г.=100	Мальта	1992	61.8
Индекс потребительских цен, 2010 г.=100	Мальта	1993	64.4
Индекс потребительских цен, 2010 г.=100	Мальта	1994	67.0
Индекс потребительских цен, 2010 г.=100	Мальта	1995	69.4
Индекс потребительских цен, 2010 г.=100	Мальта	1996	71.4
Индекс потребительских цен, 2010 г.=100	Мальта	1997	73.6
Индекс потребительских цен, 2010 г.=100	Мальта	1998	75.4
Индекс потребительских цен, 2010 г.=100	Мальта	1999	77.0
Индекс потребительских цен, 2010 г.=100	Мальта	2000	78.8
Индекс потребительских цен, 2010 г.=100	Мальта	2001	81.2
Индекс потребительских цен, 2010 г.=100	Мальта	2002	83.6
Индекс потребительских цен, 2010 г.=100	Мальта	2003	84.0
Индекс потребительских цен, 2010 г.=100	Мальта	2004	86.4
Индекс потребительских цен, 2010 г.=100	Мальта	2005	89.0
Индекс потребительских цен, 2010 г.=100	Мальта	2006	91.4
Индекс потребительских цен, 2010 г.=100	Мальта	2007	92.6
Индекс потребительских цен, 2010 г.=100	Мальта	2008	96.5
Индекс потребительских цен, 2010 г.=100	Мальта	2009	98.5
Индекс потребительских цен, 2010 г.=100	Мальта	2010	100.0
Индекс потребительских цен, 2010 г.=100	Мальта	2011	103.0
Индекс потребительских цен, 2010 г.=100	Мальта	2012	105.4
Индекс потребительских цен, 2010 г.=100	Мальта	2013	106.6
Индекс потребительских цен, 2010 г.=100	Мальта	2014	107.0
Индекс потребительских цен, 2010 г.=100	Мальта	2015	108.2
Индекс потребительских цен, 2010 г.=100	Мальта	2016	108.9
Индекс потребительских цен, 2010 г.=100	Мальта	2017	110.3
Индекс потребительских цен, 2010 г.=100	Мальта	2018	111.6
Индекс потребительских цен, 2010 г.=100	Мальта	2019	113.4
Индекс потребительских цен, 2010 г.=100	Мальта	2020	114.2
Индекс потребительских цен, 2010 г.=100	Мальта	2021	115.9
Индекс потребительских цен, 2010 г.=100	Мальта	2022	123.0
Индекс потребительских цен, 2010 г.=100	Монако	1990	..
Индекс потребительских цен, 2010 г.=100	Монако	1991	..
Индекс потребительских цен, 2010 г.=100	Монако	1992	..
Индекс потребительских цен, 2010 г.=100	Монако	1993	..
Индекс потребительских цен, 2010 г.=100	Монако	1994	..
Индекс потребительских цен, 2010 г.=100	Монако	1995	..
Индекс потребительских цен, 2010 г.=100	Монако	1996	..
Индекс потребительских цен, 2010 г.=100	Монако	1997	..
Индекс потребительских цен, 2010 г.=100	Монако	1998	..
Индекс потребительских цен, 2010 г.=100	Монако	1999	..
Индекс потребительских цен, 2010 г.=100	Монако	2000	..
Индекс потребительских цен, 2010 г.=100	Монако	2001	..
Индекс потребительских цен, 2010 г.=100	Монако	2002	..
Индекс потребительских цен, 2010 г.=100	Монако	2003	..
Индекс потребительских цен, 2010 г.=100	Монако	2004	..
Индекс потребительских цен, 2010 г.=100	Монако	2005	..
Индекс потребительских цен, 2010 г.=100	Монако	2006	..
Индекс потребительских цен, 2010 г.=100	Монако	2007	..
Индекс потребительских цен, 2010 г.=100	Монако	2008	..
Индекс потребительских цен, 2010 г.=100	Монако	2009	..
Индекс потребительских цен, 2010 г.=100	Монако	2010	..
Индекс потребительских цен, 2010 г.=100	Монако	2011	..
Индекс потребительских цен, 2010 г.=100	Монако	2012	..
Индекс потребительских цен, 2010 г.=100	Монако	2013	..
Индекс потребительских цен, 2010 г.=100	Монако	2014	..
Индекс потребительских цен, 2010 г.=100	Монако	2015	..
Индекс потребительских цен, 2010 г.=100	Монако	2016	..
Индекс потребительских цен, 2010 г.=100	Монако	2017	..
Индекс потребительских цен, 2010 г.=100	Монако	2018	..
Индекс потребительских цен, 2010 г.=100	Монако	2019	..
Индекс потребительских цен, 2010 г.=100	Монако	2020	..
Индекс потребительских цен, 2010 г.=100	Монако	2021	..
Индекс потребительских цен, 2010 г.=100	Монако	2022	..
Индекс потребительских цен, 2010 г.=100	Нидерланды	1990	64.4
Индекс потребительских цен, 2010 г.=100	Нидерланды	1991	66.4
Индекс потребительских цен, 2010 г.=100	Нидерланды	1992	68.6
Индекс потребительских цен, 2010 г.=100	Нидерланды	1993	70.3
Индекс потребительских цен, 2010 г.=100	Нидерланды	1994	72.3
Индекс потребительских цен, 2010 г.=100	Нидерланды	1995	73.7
Индекс потребительских цен, 2010 г.=100	Нидерланды	1996	75.2
Индекс потребительских цен, 2010 г.=100	Нидерланды	1997	76.8
Индекс потребительских цен, 2010 г.=100	Нидерланды	1998	78.3
Индекс потребительских цен, 2010 г.=100	Нидерланды	1999	80.0
Индекс потребительских цен, 2010 г.=100	Нидерланды	2000	82.0
Индекс потребительских цен, 2010 г.=100	Нидерланды	2001	85.4
Индекс потребительских цен, 2010 г.=100	Нидерланды	2002	88.2
Индекс потребительских цен, 2010 г.=100	Нидерланды	2003	90.0
Индекс потребительских цен, 2010 г.=100	Нидерланды	2004	91.1
Индекс потребительских цен, 2010 г.=100	Нидерланды	2005	92.7
Индекс потребительских цен, 2010 г.=100	Нидерланды	2006	93.7
Индекс потребительских цен, 2010 г.=100	Нидерланды	2007	95.2
Индекс потребительских цен, 2010 г.=100	Нидерланды	2008	97.6
Индекс потребительских цен, 2010 г.=100	Нидерланды	2009	98.7
Индекс потребительских цен, 2010 г.=100	Нидерланды	2010	100.0
Индекс потребительских цен, 2010 г.=100	Нидерланды	2011	102.3
Индекс потребительских цен, 2010 г.=100	Нидерланды	2012	104.8
Индекс потребительских цен, 2010 г.=100	Нидерланды	2013	107.5
Индекс потребительских цен, 2010 г.=100	Нидерланды	2014	108.5
Индекс потребительских цен, 2010 г.=100	Нидерланды	2015	109.2
Индекс потребительских цен, 2010 г.=100	Нидерланды	2016	109.5
Индекс потребительских цен, 2010 г.=100	Нидерланды	2017	111.0
Индекс потребительских цен, 2010 г.=100	Нидерланды	2018	112.9
Индекс потребительских цен, 2010 г.=100	Нидерланды	2019	115.9
Индекс потребительских цен, 2010 г.=100	Нидерланды	2020	117.4
Индекс потребительских цен, 2010 г.=100	Нидерланды	2021	120.5
Индекс потребительских цен, 2010 г.=100	Нидерланды	2022	132.6
Индекс потребительских цен, 2010 г.=100	Норвегия	1990	65.0
Индекс потребительских цен, 2010 г.=100	Норвегия	1991	67.2
Индекс потребительских цен, 2010 г.=100	Норвегия	1992	68.8
Индекс потребительских цен, 2010 г.=100	Норвегия	1993	70.4
Индекс потребительских цен, 2010 г.=100	Норвегия	1994	71.4
Индекс потребительских цен, 2010 г.=100	Норвегия	1995	73.1
Индекс потребительских цен, 2010 г.=100	Норвегия	1996	74.0
Индекс потребительских цен, 2010 г.=100	Норвегия	1997	76.0
Индекс потребительских цен, 2010 г.=100	Норвегия	1998	77.7
Индекс потребительских цен, 2010 г.=100	Норвегия	1999	79.5
Индекс потребительских цен, 2010 г.=100	Норвегия	2000	81.9
Индекс потребительских цен, 2010 г.=100	Норвегия	2001	84.4
Индекс потребительских цен, 2010 г.=100	Норвегия	2002	85.5
Индекс потребительских цен, 2010 г.=100	Норвегия	2003	87.6
Индекс потребительских цен, 2010 г.=100	Норвегия	2004	88.0
Индекс потребительских цен, 2010 г.=100	Норвегия	2005	89.4
Индекс потребительских цен, 2010 г.=100	Норвегия	2006	91.4
Индекс потребительских цен, 2010 г.=100	Норвегия	2007	92.1
Индекс потребительских цен, 2010 г.=100	Норвегия	2008	95.5
Индекс потребительских цен, 2010 г.=100	Норвегия	2009	97.6
Индекс потребительских цен, 2010 г.=100	Норвегия	2010	100.0
Индекс потребительских цен, 2010 г.=100	Норвегия	2011	101.3
Индекс потребительских цен, 2010 г.=100	Норвегия	2012	102.0
Индекс потребительских цен, 2010 г.=100	Норвегия	2013	104.2
Индекс потребительских цен, 2010 г.=100	Норвегия	2014	106.3
Индекс потребительских цен, 2010 г.=100	Норвегия	2015	108.6
Индекс потребительских цен, 2010 г.=100	Норвегия	2016	112.4
Индекс потребительских цен, 2010 г.=100	Норвегия	2017	114.6
Индекс потребительских цен, 2010 г.=100	Норвегия	2018	117.7
Индекс потребительских цен, 2010 г.=100	Норвегия	2019	120.3
Индекс потребительских цен, 2010 г.=100	Норвегия	2020	121.8
Индекс потребительских цен, 2010 г.=100	Норвегия	2021	126.1
Индекс потребительских цен, 2010 г.=100	Норвегия	2022	133.3
Индекс потребительских цен, 2010 г.=100	Польша	1990	6.9
Индекс потребительских цен, 2010 г.=100	Польша	1991	12.3
Индекс потребительских цен, 2010 г.=100	Польша	1992	17.8
Индекс потребительских цен, 2010 г.=100	Польша	1993	24.4
Индекс потребительских цен, 2010 г.=100	Польша	1994	32.5
Индекс потребительских цен, 2010 г.=100	Польша	1995	41.6
Индекс потребительских цен, 2010 г.=100	Польша	1996	49.9
Индекс потребительских цен, 2010 г.=100	Польша	1997	57.4
Индекс потребительских цен, 2010 г.=100	Польша	1998	64.2
Индекс потребительских цен, 2010 г.=100	Польша	1999	68.8
Индекс потребительских цен, 2010 г.=100	Польша	2000	76.0
Индекс потребительских цен, 2010 г.=100	Польша	2001	80.2
Индекс потребительских цен, 2010 г.=100	Польша	2002	81.7
Индекс потребительских цен, 2010 г.=100	Польша	2003	82.2
Индекс потребительских цен, 2010 г.=100	Польша	2004	85.0
Индекс потребительских цен, 2010 г.=100	Польша	2005	86.9
Индекс потребительских цен, 2010 г.=100	Польша	2006	88.0
Индекс потребительских цен, 2010 г.=100	Польша	2007	90.2
Индекс потребительских цен, 2010 г.=100	Польша	2008	93.9
Индекс потребительских цен, 2010 г.=100	Польша	2009	97.5
Индекс потребительских цен, 2010 г.=100	Польша	2010	100.0
Индекс потребительских цен, 2010 г.=100	Польша	2011	104.2
Индекс потребительских цен, 2010 г.=100	Польша	2012	108.0
Индекс потребительских цен, 2010 г.=100	Польша	2013	109.0
Индекс потребительских цен, 2010 г.=100	Польша	2014	109.1
Индекс потребительских цен, 2010 г.=100	Польша	2015	108.1
Индекс потребительских цен, 2010 г.=100	Польша	2016	107.4
Индекс потребительских цен, 2010 г.=100	Польша	2017	109.6
Индекс потребительских цен, 2010 г.=100	Польша	2018	111.6
Индекс потребительских цен, 2010 г.=100	Польша	2019	114.1
Индекс потребительских цен, 2010 г.=100	Польша	2020	118.0
Индекс потребительских цен, 2010 г.=100	Польша	2021	123.9
Индекс потребительских цен, 2010 г.=100	Польша	2022	141.8
Индекс потребительских цен, 2010 г.=100	Португалия	1990	48.9
Индекс потребительских цен, 2010 г.=100	Португалия	1991	54.2
Индекс потребительских цен, 2010 г.=100	Португалия	1992	59.1
Индекс потребительских цен, 2010 г.=100	Португалия	1993	62.9
Индекс потребительских цен, 2010 г.=100	Португалия	1994	66.2
Индекс потребительских цен, 2010 г.=100	Португалия	1995	69.0
Индекс потребительских цен, 2010 г.=100	Португалия	1996	71.1
Индекс потребительских цен, 2010 г.=100	Португалия	1997	72.6
Индекс потребительских цен, 2010 г.=100	Португалия	1998	74.6
Индекс потребительских цен, 2010 г.=100	Португалия	1999	76.3
Индекс потребительских цен, 2010 г.=100	Португалия	2000	78.5
Индекс потребительских цен, 2010 г.=100	Португалия	2001	82.0
Индекс потребительских цен, 2010 г.=100	Португалия	2002	84.9
Индекс потребительских цен, 2010 г.=100	Португалия	2003	87.6
Индекс потребительских цен, 2010 г.=100	Португалия	2004	89.7
Индекс потребительских цен, 2010 г.=100	Португалия	2005	91.8
Индекс потребительских цен, 2010 г.=100	Португалия	2006	94.6
Индекс потребительских цен, 2010 г.=100	Португалия	2007	96.9
Индекс потребительских цен, 2010 г.=100	Португалия	2008	99.4
Индекс потребительских цен, 2010 г.=100	Португалия	2009	98.6
Индекс потребительских цен, 2010 г.=100	Португалия	2010	100.0
Индекс потребительских цен, 2010 г.=100	Португалия	2011	103.6
Индекс потребительских цен, 2010 г.=100	Португалия	2012	106.5
Индекс потребительских цен, 2010 г.=100	Португалия	2013	106.8
Индекс потребительских цен, 2010 г.=100	Португалия	2014	106.5
Индекс потребительских цен, 2010 г.=100	Португалия	2015	107.0
Индекс потребительских цен, 2010 г.=100	Португалия	2016	107.7
Индекс потребительских цен, 2010 г.=100	Португалия	2017	109.2
Индекс потребительских цен, 2010 г.=100	Португалия	2018	110.2
Индекс потребительских цен, 2010 г.=100	Португалия	2019	110.6
Индекс потребительских цен, 2010 г.=100	Португалия	2020	110.6
Индекс потребительских цен, 2010 г.=100	Португалия	2021	112.0
Индекс потребительских цен, 2010 г.=100	Португалия	2022	120.8
Индекс потребительских цен, 2010 г.=100	Республика Молдова	1990	..
Индекс потребительских цен, 2010 г.=100	Республика Молдова	1991	..
Индекс потребительских цен, 2010 г.=100	Республика Молдова	1992	..
Индекс потребительских цен, 2010 г.=100	Республика Молдова	1993	..
Индекс потребительских цен, 2010 г.=100	Республика Молдова	1994	11.4
Индекс потребительских цен, 2010 г.=100	Республика Молдова	1995	14.8
Индекс потребительских цен, 2010 г.=100	Республика Молдова	1996	18.3
Индекс потребительских цен, 2010 г.=100	Республика Молдова	1997	20.5
Индекс потребительских цен, 2010 г.=100	Республика Молдова	1998	22.1
Индекс потребительских цен, 2010 г.=100	Республика Молдова	1999	30.7
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2000	40.0
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2001	43.9
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2002	46.3
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2003	51.7
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2004	58.2
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2005	65.1
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2006	73.5
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2007	82.5
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2008	93.1
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2009	93.0
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2010	100.0
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2011	107.7
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2012	112.6
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2013	117.8
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2014	123.8
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2015	135.7
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2016	144.4
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2017	153.8
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2018	158.5
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2019	166.2
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2020	172.5
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2021	181.3
Индекс потребительских цен, 2010 г.=100	Республика Молдова	2022	233.4
Индекс потребительских цен, 2010 г.=100	Российская Федерация	1990	..
Индекс потребительских цен, 2010 г.=100	Российская Федерация	1991	..
Индекс потребительских цен, 2010 г.=100	Российская Федерация	1992	0.0
Индекс потребительских цен, 2010 г.=100	Российская Федерация	1993	0.5
Индекс потребительских цен, 2010 г.=100	Российская Федерация	1994	2.1
Индекс потребительских цен, 2010 г.=100	Российская Федерация	1995	6.3
Индекс потребительских цен, 2010 г.=100	Российская Федерация	1996	9.4
Индекс потребительских цен, 2010 г.=100	Российская Федерация	1997	10.7
Индекс потребительских цен, 2010 г.=100	Российская Федерация	1998	13.7
Индекс потребительских цен, 2010 г.=100	Российская Федерация	1999	25.5
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2000	30.8
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2001	37.4
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2002	43.3
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2003	49.2
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2004	54.5
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2005	61.4
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2006	67.4
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2007	73.5
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2008	83.8
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2009	93.6
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2010	100.0
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2011	108.4
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2012	113.9
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2013	121.6
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2014	..
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2015	..
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2016	..
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2017	..
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2018	..
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2019	..
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2020	..
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2021	..
Индекс потребительских цен, 2010 г.=100	Российская Федерация	2022	..
Индекс потребительских цен, 2010 г.=100	Румыния	1990	..
Индекс потребительских цен, 2010 г.=100	Румыния	1991	0.1
Индекс потребительских цен, 2010 г.=100	Румыния	1992	0.2
Индекс потребительских цен, 2010 г.=100	Румыния	1993	0.8
Индекс потребительских цен, 2010 г.=100	Румыния	1994	2.0
Индекс потребительских цен, 2010 г.=100	Румыния	1995	2.7
Индекс потребительских цен, 2010 г.=100	Румыния	1996	3.7
Индекс потребительских цен, 2010 г.=100	Румыния	1997	9.5
Индекс потребительских цен, 2010 г.=100	Румыния	1998	15.1
Индекс потребительских цен, 2010 г.=100	Румыния	1999	22.0
Индекс потребительских цен, 2010 г.=100	Румыния	2000	32.0
Индекс потребительских цен, 2010 г.=100	Румыния	2001	43.0
Индекс потребительских цен, 2010 г.=100	Румыния	2002	52.7
Индекс потребительских цен, 2010 г.=100	Румыния	2003	60.8
Индекс потребительских цен, 2010 г.=100	Румыния	2004	68.0
Индекс потребительских цен, 2010 г.=100	Румыния	2005	74.1
Индекс потребительских цен, 2010 г.=100	Румыния	2006	79.0
Индекс потребительских цен, 2010 г.=100	Румыния	2007	82.8
Индекс потребительских цен, 2010 г.=100	Румыния	2008	89.3
Индекс потребительских цен, 2010 г.=100	Румыния	2009	94.3
Индекс потребительских цен, 2010 г.=100	Румыния	2010	100.0
Индекс потребительских цен, 2010 г.=100	Румыния	2011	105.8
Индекс потребительских цен, 2010 г.=100	Румыния	2012	109.3
Индекс потребительских цен, 2010 г.=100	Румыния	2013	113.7
Индекс потребительских цен, 2010 г.=100	Румыния	2014	114.9
Индекс потребительских цен, 2010 г.=100	Румыния	2015	114.2
Индекс потребительских цен, 2010 г.=100	Румыния	2016	112.4
Индекс потребительских цен, 2010 г.=100	Румыния	2017	114.0
Индекс потребительских цен, 2010 г.=100	Румыния	2018	119.2
Индекс потребительских цен, 2010 г.=100	Румыния	2019	123.8
Индекс потребительских цен, 2010 г.=100	Румыния	2020	127.0
Индекс потребительских цен, 2010 г.=100	Румыния	2021	133.4
Индекс потребительских цен, 2010 г.=100	Румыния	2022	151.9
Индекс потребительских цен, 2010 г.=100	Сан-Марино	1990	..
Индекс потребительских цен, 2010 г.=100	Сан-Марино	1991	..
Индекс потребительских цен, 2010 г.=100	Сан-Марино	1992	..
Индекс потребительских цен, 2010 г.=100	Сан-Марино	1993	..
Индекс потребительских цен, 2010 г.=100	Сан-Марино	1994	..
Индекс потребительских цен, 2010 г.=100	Сан-Марино	1995	..
Индекс потребительских цен, 2010 г.=100	Сан-Марино	1996	..
Индекс потребительских цен, 2010 г.=100	Сан-Марино	1997	..
Индекс потребительских цен, 2010 г.=100	Сан-Марино	1998	..
Индекс потребительских цен, 2010 г.=100	Сан-Марино	1999	..
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2000	..
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2001	..
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2002	..
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2003	84.7
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2004	86.0
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2005	87.4
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2006	89.2
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2007	91.4
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2008	95.4
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2009	97.5
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2010	100.0
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2011	102.9
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2012	105.8
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2013	107.5
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2014	108.7
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2015	108.9
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2016	109.5
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2017	110.6
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2018	112.6
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2019	113.6
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2020	113.9
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2021	116.3
Индекс потребительских цен, 2010 г.=100	Сан-Марино	2022	123.1
Индекс потребительских цен, 2010 г.=100	Северная Македония	1990	..
Индекс потребительских цен, 2010 г.=100	Северная Македония	1991	..
Индекс потребительских цен, 2010 г.=100	Северная Македония	1992	..
Индекс потребительских цен, 2010 г.=100	Северная Македония	1993	27.2
Индекс потребительских цен, 2010 г.=100	Северная Македония	1994	61.7
Индекс потребительских цен, 2010 г.=100	Северная Македония	1995	71.8
Индекс потребительских цен, 2010 г.=100	Северная Македония	1996	73.6
Индекс потребительских цен, 2010 г.=100	Северная Македония	1997	74.6
Индекс потребительских цен, 2010 г.=100	Северная Македония	1998	75.0
Индекс потребительских цен, 2010 г.=100	Северная Македония	1999	74.0
Индекс потребительских цен, 2010 г.=100	Северная Македония	2000	79.9
Индекс потребительских цен, 2010 г.=100	Северная Македония	2001	84.1
Индекс потребительских цен, 2010 г.=100	Северная Македония	2002	86.0
Индекс потребительских цен, 2010 г.=100	Северная Македония	2003	86.7
Индекс потребительских цен, 2010 г.=100	Северная Македония	2004	86.4
Индекс потребительских цен, 2010 г.=100	Северная Македония	2005	86.8
Индекс потребительских цен, 2010 г.=100	Северная Македония	2006	89.6
Индекс потребительских цен, 2010 г.=100	Северная Македония	2007	91.6
Индекс потребительских цен, 2010 г.=100	Северная Македония	2008	99.2
Индекс потребительских цен, 2010 г.=100	Северная Македония	2009	98.5
Индекс потребительских цен, 2010 г.=100	Северная Македония	2010	100.0
Индекс потребительских цен, 2010 г.=100	Северная Македония	2011	103.9
Индекс потребительских цен, 2010 г.=100	Северная Македония	2012	107.4
Индекс потребительских цен, 2010 г.=100	Северная Македония	2013	110.3
Индекс потребительских цен, 2010 г.=100	Северная Македония	2014	110.0
Индекс потребительских цен, 2010 г.=100	Северная Македония	2015	109.7
Индекс потребительских цен, 2010 г.=100	Северная Македония	2016	109.4
Индекс потребительских цен, 2010 г.=100	Северная Македония	2017	110.9
Индекс потребительских цен, 2010 г.=100	Северная Македония	2018	112.5
Индекс потребительских цен, 2010 г.=100	Северная Македония	2019	113.4
Индекс потребительских цен, 2010 г.=100	Северная Македония	2020	114.8
Индекс потребительских цен, 2010 г.=100	Северная Македония	2021	118.5
Индекс потребительских цен, 2010 г.=100	Северная Македония	2022	135.3
Индекс потребительских цен, 2010 г.=100	Сербия	1990	..
Индекс потребительских цен, 2010 г.=100	Сербия	1991	..
Индекс потребительских цен, 2010 г.=100	Сербия	1992	..
Индекс потребительских цен, 2010 г.=100	Сербия	1993	..
Индекс потребительских цен, 2010 г.=100	Сербия	1994	..
Индекс потребительских цен, 2010 г.=100	Сербия	1995	2.6
Индекс потребительских цен, 2010 г.=100	Сербия	1996	5.0
Индекс потребительских цен, 2010 г.=100	Сербия	1997	6.2
Индекс потребительских цен, 2010 г.=100	Сербия	1998	8.1
Индекс потребительских цен, 2010 г.=100	Сербия	1999	11.6
Индекс потребительских цен, 2010 г.=100	Сербия	2000	19.8
Индекс потребительских цен, 2010 г.=100	Сербия	2001	38.5
Индекс потребительских цен, 2010 г.=100	Сербия	2002	46.0
Индекс потребительских цен, 2010 г.=100	Сербия	2003	50.6
Индекс потребительских цен, 2010 г.=100	Сербия	2004	56.2
Индекс потребительских цен, 2010 г.=100	Сербия	2005	65.2
Индекс потребительских цен, 2010 г.=100	Сербия	2006	72.9
Индекс потребительских цен, 2010 г.=100	Сербия	2007	77.5
Индекс потребительских цен, 2010 г.=100	Сербия	2008	87.1
Индекс потребительских цен, 2010 г.=100	Сербия	2009	94.2
Индекс потребительских цен, 2010 г.=100	Сербия	2010	100.0
Индекс потребительских цен, 2010 г.=100	Сербия	2011	111.1
Индекс потребительских цен, 2010 г.=100	Сербия	2012	119.3
Индекс потребительских цен, 2010 г.=100	Сербия	2013	128.5
Индекс потребительских цен, 2010 г.=100	Сербия	2014	131.1
Индекс потребительских цен, 2010 г.=100	Сербия	2015	133.0
Индекс потребительских цен, 2010 г.=100	Сербия	2016	134.4
Индекс потребительских цен, 2010 г.=100	Сербия	2017	138.7
Индекс потребительских цен, 2010 г.=100	Сербия	2018	141.4
Индекс потребительских цен, 2010 г.=100	Сербия	2019	144.0
Индекс потребительских цен, 2010 г.=100	Сербия	2020	146.3
Индекс потребительских цен, 2010 г.=100	Сербия	2021	152.2
Индекс потребительских цен, 2010 г.=100	Сербия	2022	170.5
Индекс потребительских цен, 2010 г.=100	Словакия	1990	..
Индекс потребительских цен, 2010 г.=100	Словакия	1991	..
Индекс потребительских цен, 2010 г.=100	Словакия	1992	..
Индекс потребительских цен, 2010 г.=100	Словакия	1993	35.3
Индекс потребительских цен, 2010 г.=100	Словакия	1994	40.0
Индекс потребительских цен, 2010 г.=100	Словакия	1995	44.0
Индекс потребительских цен, 2010 г.=100	Словакия	1996	46.5
